fecha,Transaction Description,categoria,monto,Type
2024-07-01,Compra útiles escolares,educacion,3657.0,Income
2024-07-05,Compra de acciones bolsa de valores,otros,2157.0,Income
2024-07-06,Compra de laptop Wilson,otros,1654.76,Expense
2024-07-07,Recibo de internet Movistar,servicios,956.98,Expense
2024-07-07,Pizza Hut familiar,alimentacion,1756.73,Expense
2024-07-07,Alquiler de local comercial,vivienda,195.45,Expense
2024-07-07,Compra en Wong,alimentacion,1794.97,Expense
2024-07-13,Tienda por departamento Ripley,otros,1048.87,Expense
2024-07-13,Desayuno panadería,alimentacion,1398.31,Expense
2024-07-16,Depósito nómina mensual,otros,1581.22,Expense
2024-07-20,Pago mensual de habitación,vivienda,856.72,Expense
2024-07-21,Compra juego de PlayStation,entretenimiento,1821.07,Expense
2024-07-22,Trámite notarial,otros,2611.0,Income
2024-07-23,Aporte voluntario AFP,otros,4780.0,Income
2024-07-23,Inversión fondo mutuo,otros,3572.0,Income
2024-07-25,Consulta pediatra,salud,823.6,Expense
2024-07-26,Trámite notarial,otros,2577.0,Income
2024-07-26,Compra online Amazon,otros,1133.69,Expense
2024-07-26,Compra online Amazon,otros,1512.39,Expense
2024-07-26,Honorarios profesionales,otros,365.65,Expense
2024-07-27,Pago de haberes sueldo,otros,515.02,Expense
2024-07-27,Compra de vitaminas,salud,1550.65,Expense
2024-07-27,Recibo de internet Movistar,servicios,1711.45,Expense
2024-07-28,Entrada concierto,entretenimiento,898.72,Expense
2024-07-28,Recibo de luz Enel,servicios,209.55,Expense
2024-07-29,Compra medicamentos Inkafarma,salud,1603.7,Expense
2024-07-29,Cena en restaurante rústica,alimentacion,329.87,Expense
2024-07-29,Compra Plaza Vea,alimentacion,1610.7,Expense
2024-07-30,Depósito nómina mensual,otros,1852.46,Expense
2024-07-30,Pago mensual de habitación,vivienda,533.55,Expense
2024-08-01,Desayuno panadería,alimentacion,1451.74,Expense
2024-08-02,Compra online Amazon,otros,1231.79,Expense
2024-08-02,Cafetería Starbucks,alimentacion,1891.97,Expense
2024-08-03,Pago de haberes sueldo,otros,883.55,Expense
2024-08-03,Pasaje de bus interprovincial,transporte,397.55,Expense
2024-08-08,Suscripción HBO Max,entretenimiento,1234.23,Expense
2024-08-09,Compra de vitaminas,salud,486.12,Expense
2024-08-11,Inversión fondo mutuo,otros,1211.0,Income
2024-08-14,Compra de zapatillas Adidas,otros,712.72,Expense
2024-08-14,Suscripción Netflix mensual,entretenimiento,1040.31,Expense
2024-08-14,Alquiler de local comercial,vivienda,1839.16,Expense
2024-08-15,Análisis de laboratorio,salud,701.48,Expense
2024-08-22,Suscripción Spotify familiar,entretenimiento,1216.66,Expense
2024-08-23,Otros gastos varios,otros,538.0,Income
2024-08-25,Tienda de ropa Saga Falabella,otros,1017.41,Expense
2024-08-25,Peaje vía evitamiento,transporte,686.53,Expense
2024-08-25,Envío de encomienda,otros,4906.0,Income
2024-08-27,Peaje vía evitamiento,transporte,1391.44,Expense
2024-08-27,Depósito nómina mensual,otros,1542.23,Expense
2024-08-28,Depósito nómina mensual,otros,1366.37,Expense
2024-08-28,Compra Supermercado Metro,alimentacion,969.12,Expense
2024-08-28,Compra de zapatillas Adidas,otros,1270.99,Expense
2024-08-30,Compra juego de PlayStation,entretenimiento,1602.32,Expense
2024-09-01,Medicinas Mifarma,salud,1037.84,Expense
2024-09-02,Trámite notarial,otros,2533.0,Income
2024-09-05,Tienda de ropa Saga Falabella,otros,1350.66,Expense
2024-09-05,Pago alquiler departamento,vivienda,1113.56,Expense
2024-09-05,Matrícula Universidad,educacion,3396.0,Income
2024-09-05,Estación de servicio Primax,transporte,373.74,Expense
2024-09-06,Entrada concierto,entretenimiento,1003.01,Expense
2024-09-07,Aporte voluntario AFP,otros,2674.0,Income
2024-09-08,Suscripción Netflix mensual,entretenimiento,1671.53,Expense
2024-09-10,Consulta odontológica,salud,320.43,Expense
2024-09-13,Compra de acciones bolsa de valores,otros,4535.0,Income
2024-09-15,Cena en restaurante rústica,alimentacion,1697.54,Expense
2024-09-16,Compra medicamentos Inkafarma,salud,989.76,Expense
2024-09-17,Servicio Taxi Uber,transporte,986.7,Expense
2024-09-17,Pasaje de bus interprovincial,transporte,801.78,Expense
2024-09-17,Pago de telefonía Claro,servicios,117.75,Expense
2024-09-18,Pago por consultoría externa,otros,1879.91,Expense
2024-09-21,Curso online Udemy,educacion,3725.0,Income
2024-09-22,Recibo de gas Calidda,servicios,919.82,Expense
2024-09-23,Envío de encomienda,otros,3085.0,Income
2024-09-24,McDonald's combo familiar,alimentacion,1351.47,Expense
2024-09-25,Renta mensual de vivienda,vivienda,657.62,Expense
2024-09-26,Estación de servicio Primax,transporte,382.43,Expense
2024-09-26,Recarga tarjeta Metropolitano,transporte,947.98,Expense
2024-09-27,Consulta pediatra,salud,375.99,Expense
2024-09-27,Compra útiles escolares,educacion,1404.42,Expense
2024-10-01,Compra de zapatillas Adidas,otros,566.46,Expense
2024-10-01,Compra de acciones bolsa de valores,otros,2372.0,Income
2024-10-02,Combustible estación Repsol,transporte,1610.13,Expense
2024-10-02,Tienda por departamento Ripley,otros,400.17,Expense
2024-10-03,Recibo de luz Enel,servicios,951.24,Expense
2024-10-04,Fotocopias e impresiones,otros,4592.0,Income
2024-10-04,Fotocopias e impresiones,otros,4486.0,Income
2024-10-07,McDonald's combo familiar,alimentacion,802.82,Expense
2024-10-08,Compra Supermercado Metro,alimentacion,438.78,Expense
2024-10-09,Alquiler de local comercial,vivienda,905.21,Expense
2024-10-10,Compra de vitaminas,salud,727.01,Expense
2024-10-10,Servicio Taxi Uber,transporte,694.84,Expense
2024-10-11,Consulta pediatra,salud,1736.06,Expense
2024-10-12,Entradas Cineplanet,entretenimiento,1157.94,Expense
2024-10-15,Recibo de internet Movistar,servicios,1958.95,Expense
2024-10-17,Consulta clínica San Felipe,salud,1349.65,Expense
2024-10-17,Honorarios profesionales,otros,1780.37,Expense
2024-10-18,Combustible estación Repsol,transporte,932.87,Expense
2024-10-19,Recibo de internet Movistar,servicios,1284.76,Expense
2024-10-19,Artículos de casa Sodimac,otros,1266.23,Expense
2024-10-21,Pago alquiler departamento,vivienda,167.43,Expense
2024-10-21,Análisis de laboratorio,salud,640.59,Expense
2024-10-21,Estación de servicio Primax,transporte,1214.72,Expense
2024-10-23,Pago de haberes sueldo,otros,1564.14,Expense
2024-10-24,Honorarios profesionales,otros,833.84,Expense
2024-10-28,Inversión fondo mutuo,otros,1524.0,Income
2024-11-01,Estación de servicio Primax,transporte,1881.47,Expense
2024-11-02,Alquiler de local comercial,vivienda,429.04,Expense
2024-11-03,Alquiler de local comercial,vivienda,136.95,Expense
2024-11-03,Compra de víveres minimarket,alimentacion,62.47,Expense
2024-11-11,Renta mensual de vivienda,vivienda,216.82,Expense
2024-11-11,Renta mensual de vivienda,vivienda,1313.12,Expense
2024-11-12,Combustible estación Repsol,transporte,466.42,Expense
2024-11-13,Pago por consultoría externa,otros,1256.7,Expense
2024-11-13,Depósito plazo fijo,otros,734.0,Income
2024-11-13,Otros gastos varios,otros,3164.0,Income
2024-11-13,Depósito nómina mensual,otros,1950.21,Expense
2024-11-14,Servicio Taxi Uber,transporte,1101.61,Expense
2024-11-14,Inversión fondo mutuo,otros,4240.0,Income
2024-11-16,Compra de laptop Wilson,otros,1051.69,Expense
2024-11-17,Servicio Taxi Cabify,transporte,1818.76,Expense
2024-11-17,Suscripción HBO Max,entretenimiento,1611.37,Expense
2024-11-17,Compra de vitaminas,salud,830.29,Expense
2024-11-17,Inversión fondo mutuo,otros,500.0,Income
2024-11-18,Recibo de luz Enel,servicios,694.33,Expense
2024-11-18,Compra de víveres minimarket,alimentacion,1378.66,Expense
2024-11-19,Depósito nómina mensual,otros,606.22,Expense
2024-11-20,Recarga tarjeta Metropolitano,transporte,1198.04,Expense
2024-11-20,Análisis de laboratorio,salud,385.26,Expense
2024-11-22,Tienda de ropa Saga Falabella,otros,795.56,Expense
2024-11-23,Comisión bancaria mensual,otros,3599.0,Income
2024-11-24,Pago mensual de habitación,vivienda,850.26,Expense
2024-11-24,Combustible estación Repsol,transporte,576.51,Expense
2024-11-24,Peaje vía evitamiento,transporte,831.68,Expense
2024-11-25,Pago de telefonía Claro,servicios,281.88,Expense
2024-11-25,Envío de encomienda,otros,4209.0,Income
2024-11-25,Pago por consultoría externa,otros,383.7,Expense
2024-11-26,Aporte voluntario AFP,otros,4882.0,Income
2024-11-29,Inversión fondo mutuo,otros,2811.0,Income
2024-11-30,Depósito nómina mensual,otros,1456.94,Expense
2024-12-02,Pago de telefonía Claro,servicios,39.3,Expense
2024-12-05,Tienda por departamento Ripley,otros,630.04,Expense
2024-12-06,Consulta odontológica,salud,932.73,Expense
2024-12-09,Compra medicamentos Inkafarma,salud,169.64,Expense
2024-12-11,Pago de tv cable DirecTV,servicios,121.52,Expense
2024-12-12,Alquiler de local comercial,vivienda,1090.95,Expense
2024-12-12,Mensualidad instituto de idiomas,educacion,3625.0,Income
2024-12-15,Renta mensual de vivienda,vivienda,1949.45,Expense
2024-12-16,Tienda por departamento Ripley,otros,1544.74,Expense
2024-12-19,Compra Plaza Vea,alimentacion,406.37,Expense
2024-12-19,Pago alquiler departamento,vivienda,1047.07,Expense
2024-12-21,Honorarios profesionales,otros,784.35,Expense
2024-12-23,Consulta odontológica,salud,325.64,Expense
2024-12-28,Pago mensual de habitación,vivienda,514.09,Expense
2024-12-28,Suscripción Disney Plus,entretenimiento,727.25,Expense
2024-12-28,Aporte voluntario AFP,otros,1425.0,Income
2024-12-29,Compra de zapatillas Adidas,otros,655.78,Expense
2024-12-29,Otros gastos varios,otros,1480.0,Income
